id,season,country,comp_level,lg_finish,squad,age,minutes_90s,touches,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,pass_targets
7fe12375,2019-2020,GER,1. Bundesliga,15th,Augsburg,32,10,445,445,0,0,0,0,0,NULL,0,0,204
7fe90ccd,2019-2020,ITA,1. Serie A,5th,Roma,27,5,304,88,111,131,12,7,26,26.9,4,5,231
7fec31a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,29,14,717,192,359,196,34,6,14,42.9,26,31,549
801831fe,2019-2020,ITA,1. Serie A,6th,Milan,17,0.3,21,3,9,12,2,0,1,0,2,0,22
808d48f3,2019-2020,ESP,1. La Liga,9th,Valencia,31,15.4,981,316,487,241,17,12,19,63.2,9,6,666
80f36c88,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30.4,1808,446,1010,452,30,16,25,64,27,26,1278
810e3c74,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,10.4,520,27,269,261,38,9,18,50,23,12,556
81255c03,2019-2020,ITA,1. Serie A,14th,Cagliari,27,35,1283,165,655,555,149,33,56,58.9,76,57,1375
817c6964,2019-2020,ITA,1. Serie A,6th,Milan,25,6,307,59,153,113,14,8,13,61.5,8,11,244
819aa8e7,2019-2020,ENG,1. Premier League,5th,Leicester City,26,22.3,1107,143,495,537,115,44,68,64.7,48,79,1122
819b3158,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,22.4,2117,299,1339,608,47,22,27,81.5,5,12,1788
81d5c497,2019-2020,ESP,1. La Liga,5th,Villarreal,18,0.9,33,2,20,12,4,2,2,100,4,0,48
81f0781e,2019-2020,ESP,1. La Liga,5th,Villarreal,27,30.5,1447,131,813,574,150,61,101,60.4,95,47,1648
82328faf,2019-2020,ITA,1. Serie A,5th,Roma,22,1,45,45,0,0,0,0,0,NULL,0,0,27
82927de4,2019-2020,ENG,1. Premier League,16th,West Ham,23,24.1,1149,170,543,510,49,20,39,51.3,22,38,1055
82b1198a,2019-2020,ITA,1. Serie A,7th,Napoli,30,16.3,496,494,2,0,0,0,0,NULL,0,1,248
82e34b69,2019-2020,ENG,1. Premier League,19th,Watford,31,24.7,952,75,450,454,111,11,22,50,66,26,1374
82efe6fa,2019-2020,ITA,1. Serie A,5th,Roma,20,6.8,402,223,195,17,6,3,5,60,4,5,268
833fb62e,2019-2020,ESP,1. La Liga,13th,Valladolid,24,14.5,559,44,286,262,48,22,44,50,29,19,640
834d0be5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,13,466,26,221,246,89,16,21,76.2,36,21,655
8397a50c,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,32.2,1694,1119,629,54,24,11,14,78.6,7,8,997
839c14e1,2019-2020,ENG,1. Premier League,8th,Arsenal,27,2.8,161,40,68,59,2,2,2,100,3,2,102
839c14e1,2019-2020,ENG,1. Premier League,11th,Southampton,27,14.5,910,271,427,258,16,3,7,42.9,13,9,463
83d074ff,2019-2020,ENG,1. Premier League,15th,Brighton,20,3.9,183,25,72,93,6,3,6,50,7,9,120
84399660,2019-2020,ESP,1. La Liga,15th,Betis,26,2.9,84,7,43,40,11,1,2,50,7,4,87
8455ad90,2019-2020,ESP,1. La Liga,9th,Valencia,18,5,288,22,153,136,11,9,11,81.8,8,15,266
8494acc4,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,30,9.3,640,278,325,65,12,2,3,66.7,1,5,416
8494acc4,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,30,4.6,420,227,195,14,9,1,2,50,0,0,307
849c826a,2019-2020,ENG,1. Premier League,16th,West Ham,29,11,545,82,223,267,58,10,16,62.5,24,18,572
84f55b4a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,17,0,3,1,1,1,1,0,0,NULL,0,1,2
854ee61a,2019-2020,ITA,1. Serie A,8th,Sassuolo,28,10.9,452,42,250,199,33,12,17,70.6,17,17,462
85613cf0,2019-2020,ITA,1. Serie A,7th,Napoli,25,19.4,663,48,309,343,105,15,24,62.5,39,19,824
8593f88c,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,33.7,1934,461,804,826,61,18,46,39.1,33,35,1262
861e0116,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,4.4,246,83,116,61,1,4,5,80,1,9,139
862a1c15,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,33.6,1309,315,554,601,91,46,93,49.5,60,54,1281
8650af85,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,21.1,1610,733,956,55,21,4,4,100,6,5,1290
86695068,2019-2020,ENG,1. Premier League,5th,Leicester City,25,12.6,695,162,362,216,22,16,32,50,29,13,537
867239d3,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,13.4,1178,211,755,287,29,22,35,62.9,13,26,952
8696bc90,2019-2020,ESP,1. La Liga,4th,Sevilla,23,13.9,652,69,293,329,77,15,21,71.4,33,30,667
86dd77d1,2019-2020,ENG,1. Premier League,2nd,Manchester City,29,26.6,2337,469,1454,596,36,25,32,78.1,14,18,1769
86e119e0,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,31.3,1860,359,1108,495,24,22,30,73.3,22,28,1151
873619c6,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,0.3,8,1,4,3,1,0,0,NULL,1,0,12
8778c910,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,33,33,1505,1477,34,0,0,1,2,50,1,0,900
87935cf3,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,10.3,608,354,283,11,3,5,6,83.3,3,2,388
8794e251,2019-2020,ITA,1. Serie A,1st,Juventus,24,21.2,1397,231,805,477,44,37,48,77.1,27,28,1176
88050721,2019-2020,ESP,1. La Liga,11th,Athletic Club,23,19.9,1374,222,892,341,14,19,23,82.6,13,25,997
881ef58c,2019-2020,ITA,1. Serie A,5th,Roma,30,5.7,367,64,209,131,30,14,17,82.4,9,11,326
88d4144a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,21,1451,457,667,402,29,19,29,65.5,24,22,884
88e357ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,24.4,1468,106,598,887,220,64,107,59.8,55,35,1524
88f130ed,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,0.9,63,38,26,0,0,0,1,0,0,0,45
88f130ed,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,4.1,331,193,150,12,5,9,10,90,5,3,213
892d5bb1,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,21.6,1476,122,605,873,150,60,93,64.5,33,39,1367
89976232,2019-2020,ITA,1. Serie A,16th,Torino,27,29.8,1732,821,857,200,38,11,14,78.6,7,14,1058
89ac64a6,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,25.7,2161,1146,1087,82,15,8,12,66.7,10,6,1683
89b2c8a9,2019-2020,ITA,1. Serie A,7th,Napoli,32,18.8,909,61,327,566,125,26,48,54.2,19,13,911
89d10e53,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,9.6,505,182,274,81,4,3,6,50,2,4,312
89d10e53,2019-2020,ENG,1. Premier League,6th,Tottenham,29,9.9,682,196,341,194,13,11,22,50,5,7,428
89e4b358,2019-2020,ENG,1. Premier League,19th,Watford,30,27.6,1151,634,534,23,11,4,6,66.7,3,5,597
89f951b5,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,17.7,1657,303,963,480,32,8,17,47.1,12,14,1414
8a7ff278,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,26.5,1544,522,762,334,11,13,19,68.4,12,20,799
8aafd64f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,19,19.4,772,75,401,360,85,20,58,34.5,40,18,862
8abd0c03,2019-2020,ITA,1. Serie A,13th,Udinese,28,6.6,371,138,168,85,3,4,7,57.1,6,5,252
8aec0537,2019-2020,ENG,1. Premier League,15th,Brighton,28,20,1222,126,562,612,54,10,19,52.6,32,24,1118
8b04d6c1,2019-2020,ENG,1. Premier League,11th,Southampton,23,30.6,2214,447,1359,522,49,41,55,74.5,40,37,1458
8b609c34,2019-2020,ITA,1. Serie A,16th,Torino,18,1.5,85,23,32,34,8,4,4,100,0,3,66
8b625720,2019-2020,ESP,1. La Liga,16th,Alavés,21,2.6,93,64,28,3,0,0,0,NULL,1,1,40
8b6e0db2,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,4.2,135,48,77,13,3,0,0,NULL,3,0,69
8b788c01,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,29.2,1074,51,400,692,188,64,104,61.5,66,68,1399
8b8a56ce,2019-2020,ITA,1. Serie A,3rd,Atalanta,30,3.2,183,99,90,2,1,0,1,0,0,0,106
8b8a56ce,2019-2020,ITA,1. Serie A,6th,Milan,30,13.8,823,498,351,12,7,0,0,NULL,1,2,559
8b95acda,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,30.8,1706,893,834,89,33,6,6,100,6,4,959
8bc8829a,2019-2020,ITA,1. Serie A,2nd,Inter,17,0.8,48,12,25,12,0,0,0,NULL,0,2,31
8c3c640c,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,33.9,1571,187,758,747,125,61,89,68.5,78,74,1546
8c63fae5,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,2.6,186,75,102,22,3,4,5,80,0,0,127
8c65eb5f,2019-2020,ITA,1. Serie A,13th,Udinese,31,18.3,1227,314,774,218,15,28,42,66.7,11,19,818
8c725b43,2019-2020,ITA,1. Serie A,10th,Fiorentina,28,31.4,1525,854,664,81,59,2,3,66.7,3,5,905
8cabdc1e,2019-2020,ITA,1. Serie A,8th,Sassuolo,32,31,1084,1080,8,1,0,2,3,66.7,0,0,487
8cc29864,2019-2020,ITA,1. Serie A,15th,Sampdoria,29,7.8,437,223,229,22,4,6,6,100,4,2,286
8cfc2f69,2019-2020,ESP,1. La Liga,8th,Getafe,32,15.6,555,28,232,328,91,15,26,57.7,65,40,862
8d3c902d,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,28.1,1210,397,622,251,54,18,35,51.4,38,22,861
8d47bb39,2019-2020,ESP,1. La Liga,7th,Granada,23,24.5,1112,299,577,282,16,6,12,50,13,15,609
8d78e732,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,30.7,1203,39,458,785,257,60,106,56.6,84,62,1606
8da74c05,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,2.3,217,49,138,47,4,5,7,71.4,0,2,177
8db394aa,2019-2020,ESP,1. La Liga,16th,Alavés,29,21.1,1119,468,558,152,13,14,21,66.7,19,14,525
8df7a2fb,2019-2020,ENG,1. Premier League,10th,Burnley,29,32,1609,859,766,54,38,6,7,85.7,6,3,815
8e088e04,2019-2020,ESP,1. La Liga,10th,Osasuna,21,5.2,326,93,138,105,6,10,11,90.9,2,4,158
8e235926,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,3.4,130,29,68,46,5,2,4,50,4,1,128
8e235926,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,9.2,314,28,134,158,32,3,6,50,22,12,396
8e48dc61,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,10.4,790,206,545,94,4,10,12,83.3,10,9,558
8e92be30,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,16.7,497,17,247,276,103,24,42,57.1,40,42,728
8eb55dbb,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,6,172,36,62,87,11,9,13,69.2,10,3,231
8f056768,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,19.1,928,177,590,250,35,24,28,85.7,30,45,653
8f29e08b,2019-2020,ESP,1. La Liga,10th,Osasuna,23,2,72,72,0,0,0,0,0,NULL,0,0,23
8f3565b3,2019-2020,ESP,1. La Liga,19th,Mallorca,28,30.7,927,76,511,382,128,21,38,55.3,83,49,1329
8f5e92a6,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,11.3,648,56,298,351,65,24,48,50,31,20,687
8f62b6ee,2019-2020,ENG,1. Premier League,6th,Tottenham,32,20.1,622,622,0,0,0,0,1,0,1,0,222
8f866fe8,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,22.6,839,69,331,480,98,22,39,56.4,36,30,981
8f898ba8,2019-2020,ESP,1. La Liga,18th,Leganés,28,13.5,492,26,248,226,61,5,8,62.5,42,11,593
8f8c6934,2019-2020,ESP,1. La Liga,8th,Getafe,26,38,1217,1196,27,0,0,0,0,NULL,0,0,303
8fef5412,2019-2020,ITA,1. Serie A,6th,Milan,25,19.2,1236,406,685,224,15,9,11,81.8,9,9,763
90339309,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,23.5,1261,753,543,50,16,9,13,69.2,10,9,752
9038c2a1,2019-2020,ESP,1. La Liga,8th,Getafe,25,13.1,611,77,254,313,25,20,50,40,29,24,447
9050ddc4,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,16.6,755,263,302,222,22,30,39,76.9,9,7,407
9085dd7c,2019-2020,ITA,1. Serie A,14th,Cagliari,26,14.9,1084,368,502,277,20,11,16,68.8,9,11,697
90f91999,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,25.7,1105,215,532,439,75,53,69,76.8,37,57,826
914ab9a1,2019-2020,ENG,1. Premier League,19th,Watford,28,25,948,575,387,28,19,7,8,87.5,8,8,448
919dd4b1,2019-2020,ITA,1. Serie A,4th,Lazio,16,0,1,0,0,1,0,0,0,NULL,0,1,2
921f6058,2019-2020,ITA,1. Serie A,3rd,Atalanta,29,27.6,1667,808,857,76,22,4,6,66.7,12,8,913
9228b07c,2019-2020,ENG,1. Premier League,12th,Everton,21,22.5,1118,288,691,204,23,21,34,61.8,22,30,770
92432bc6,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,8.4,680,113,392,220,18,18,26,69.2,16,12,567
924f9191,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,10.3,465,113,286,96,7,8,14,57.1,17,9,335
92948149,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,23,20.9,1061,403,519,214,14,16,34,47.1,14,17,563
92b4758e,2019-2020,ITA,1. Serie A,13th,Udinese,24,17.2,935,451,458,75,11,4,6,66.7,5,2,607
92d83c27,2019-2020,ITA,1. Serie A,12th,Bologna,20,11.7,582,118,299,202,30,13,19,68.4,21,16,463
92e7e919,2019-2020,ENG,1. Premier League,6th,Tottenham,27,27.5,1241,155,496,687,146,67,116,57.8,46,69,1273
93090f69,2019-2020,ESP,1. La Liga,7th,Granada,24,34.3,1566,899,710,45,21,6,9,66.7,8,0,854
9328b835,2019-2020,ENG,1. Premier League,16th,West Ham,34,23.5,728,728,0,0,0,1,1,100,1,0,229
933d3b51,2019-2020,ITA,1. Serie A,16th,Torino,26,9.5,531,327,217,14,0,7,8,87.5,3,5,293
935e6b8f,2019-2020,ENG,1. Premier League,1st,Liverpool,29,24.9,2098,328,1376,507,45,18,33,54.5,17,11,1674
93a50d2c,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,11.1,654,385,285,28,9,11,13,84.6,2,7,412
93b891d1,2019-2020,ITA,1. Serie A,4th,Lazio,30,15.6,557,46,264,281,87,15,23,65.2,38,25,665
93cf32a8,2019-2020,ITA,1. Serie A,16th,Torino,29,29.9,1512,973,573,19,14,10,11,90.9,6,8,829
9413b19f,2019-2020,ITA,1. Serie A,7th,Napoli,22,21.7,638,638,0,0,0,0,0,NULL,0,0,290
94816803,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,5.7,296,31,112,188,33,18,21,85.7,14,11,300
94b2001f,2019-2020,ITA,1. Serie A,1st,Juventus,28,16,1372,361,745,344,18,14,22,63.6,7,7,1037
94c18565,2019-2020,GER,1. Bundesliga,14th,Köln,26,17.3,942,157,399,456,37,26,47,55.3,20,21,749
952a03fe,2019-2020,ITA,1. Serie A,13th,Udinese,32,16.7,850,523,338,43,11,2,3,66.7,2,3,487
9591723b,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,0,2,0,1,1,0,0,0,NULL,0,0,2
9592289a,2019-2020,ITA,1. Serie A,16th,Torino,28,18.2,581,60,279,270,96,12,24,50,75,39,766
95facda1,2019-2020,ITA,1. Serie A,14th,Cagliari,23,32.2,1688,347,859,630,64,52,80,65,40,56,1415
962e54cb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,14.3,547,30,263,278,91,26,47,55.3,59,39,736
963829d0,2019-2020,ESP,1. La Liga,5th,Villarreal,27,17.2,1098,214,681,262,24,13,19,68.4,15,16,924
96640846,2019-2020,ITA,1. Serie A,16th,Torino,31,1,55,55,0,0,0,0,0,NULL,0,0,35
9674002f,2019-2020,ENG,1. Premier League,4th,Chelsea,20,31.9,1757,164,823,895,147,47,77,61,75,66,1699
967f34d3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,32.9,1068,1062,4,2,0,0,0,NULL,0,0,371
96e0490d,2019-2020,ITA,1. Serie A,11th,Parma,29,29.8,1828,682,875,364,33,14,30,46.7,9,16,1101
970b8574,2019-2020,ITA,1. Serie A,9th,Hellas Verona,21,5.8,476,110,215,198,18,4,6,66.7,3,3,340
970b8574,2019-2020,ITA,1. Serie A,2nd,Inter,21,0.3,19,4,10,6,1,0,0,NULL,0,1,13
97220da2,2019-2020,ENG,1. Premier League,4th,Chelsea,17,0.1,5,0,1,4,0,0,0,NULL,1,1,7
97333cf5,2019-2020,ENG,1. Premier League,11th,Southampton,27,19.1,882,167,412,368,49,31,53,58.5,37,29,732
97572117,2019-2020,ESP,1. La Liga,8th,Getafe,31,26.9,1170,295,561,367,29,13,28,46.4,18,24,640
97852360,2019-2020,ESP,1. La Liga,16th,Alavés,27,26.2,864,861,3,2,2,0,0,NULL,0,1,273
983ff2c7,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,9.5,563,186,280,128,12,6,12,50,1,6,391
984a5a64,2019-2020,ENG,1. Premier League,11th,Southampton,22,7.8,537,160,286,142,14,21,24,87.5,5,9,303
984a5a64,2019-2020,ENG,1. Premier League,6th,Tottenham,22,2.7,244,69,118,75,6,3,4,75,0,4,177
989d5705,2019-2020,ENG,1. Premier League,10th,Burnley,27,21.5,780,151,386,282,41,25,48,52.1,19,35,603
98d2c2c4,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,26,1941,367,1167,555,47,21,37,56.8,24,22,1439
9907b1c8,2019-2020,ITA,1. Serie A,5th,Roma,20,16.7,722,77,383,361,83,63,98,64.3,47,55,764
9939e168,2019-2020,ESP,1. La Liga,10th,Osasuna,21,16.6,831,216,526,122,9,11,16,68.8,10,10,493
9970da54,2019-2020,ESP,1. La Liga,16th,Alavés,22,3,88,88,0,0,0,0,0,NULL,0,0,24
997fff07,2019-2020,ITA,1. Serie A,7th,Napoli,22,5.9,427,186,268,18,0,0,0,NULL,0,3,318
99813635,2019-2020,ENG,1. Premier League,1st,Liverpool,31,4.2,333,52,178,126,12,2,6,33.3,5,7,273
99be8fb5,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,10.5,369,35,170,189,36,11,18,61.1,29,12,521
99bebd12,2019-2020,ESP,1. La Liga,16th,Alavés,27,1.1,46,0,26,21,2,2,4,50,0,2,64
99de6b6f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,30,23,1847,1081,775,102,31,5,9,55.6,10,11,1403
9a104dee,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,2,69,10,34,28,10,7,8,87.5,5,4,124
9a104dee,2019-2020,ENG,1. Premier League,12th,Everton,28,3.2,96,6,29,65,25,1,5,20,3,2,133
9a28eba4,2019-2020,ENG,1. Premier League,7th,Wolves,23,28.9,1400,151,666,767,118,156,211,73.9,82,90,1394
9a2e0ccc,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,12.7,675,67,378,286,40,26,31,83.9,23,20,655
9a64e67e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,26.6,1944,994,1044,46,23,0,0,NULL,5,2,1396
9a9c05db,2019-2020,ENG,1. Premier League,10th,Burnley,30,17,928,271,475,235,8,11,18,61.1,11,5,471
9ab16552,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,35,21.9,1565,728,956,60,1,4,4,100,3,13,986
9b6f7fd5,2019-2020,ITA,1. Serie A,6th,Milan,21,12.3,790,110,444,290,40,27,45,60,29,35,653
9c94165b,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,19.3,1484,419,719,469,34,24,33,72.7,11,5,1016
9d4c45d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,27.4,1484,174,834,615,75,29,41,70.7,26,33,1388
9d66fbe3,2019-2020,ESP,1. La Liga,7th,Granada,34,26.1,789,52,376,387,102,13,26,50,52,25,1020
9dbb75ca,2019-2020,ENG,1. Premier League,8th,Arsenal,28,20.8,786,97,367,360,115,25,46,54.3,60,43,906
9dc96f10,2019-2020,ITA,1. Serie A,3rd,Atalanta,17,0.3,23,0,9,17,3,2,2,100,1,1,25
9deaf2c8,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,6.1,225,17,102,123,34,9,15,60,19,19,311
9e098912,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0,0,0,0,0,0,0,0,NULL,0,0,0
9e1035f8,2019-2020,ESP,1. La Liga,9th,Valencia,19,25,1029,165,477,502,71,56,94,59.6,50,45,1026
9e1577aa,2019-2020,ITA,1. Serie A,2nd,Inter,26,17.5,1086,277,420,438,26,8,19,42.1,15,10,724
9e525177,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,34.1,2560,741,1186,775,46,59,91,64.8,26,43,1570
9f0ea33f,2019-2020,ESP,1. La Liga,5th,Villarreal,30,34,1123,1121,3,0,0,1,1,100,0,0,447
9f1893b9,2019-2020,ENG,1. Premier League,16th,West Ham,26,16.6,1163,166,616,515,66,66,97,68,33,35,1042
9f323c71,2019-2020,ESP,1. La Liga,11th,Athletic Club,30,6,275,58,132,99,3,2,4,50,6,3,217
9f472354,2019-2020,ENG,1. Premier League,11th,Southampton,32,15.5,611,48,257,328,71,8,18,44.4,63,27,885
9f5a610b,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,2,68,68,0,0,0,0,0,NULL,0,0,21
9f7c837d,2019-2020,ENG,1. Premier League,20th,Norwich City,21,29.4,1907,1249,721,68,11,7,14,50,4,7,1324
9f8e9423,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,31.4,1949,1121,896,59,18,10,16,62.5,6,4,1366
9f979eb2,2019-2020,GER,1. Bundesliga,14th,Köln,22,6.9,470,286,197,22,3,0,1,0,2,2,308
9fbbcf39,2019-2020,ENG,1. Premier League,7th,Wolves,29,30.1,1931,926,1008,88,26,7,9,77.8,6,8,1201
9fec8860,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,10.3,665,188,280,242,16,6,9,66.7,12,10,400
a01c3d54,2019-2020,ESP,1. La Liga,12th,Levante,28,36,1258,1249,10,0,0,0,0,NULL,0,1,347
a0255c67,2019-2020,ESP,1. La Liga,5th,Villarreal,20,2.8,207,39,144,39,1,3,3,100,1,1,165
a0415710,2019-2020,GER,1. Bundesliga,14th,Köln,19,18.6,831,202,336,337,34,9,19,47.4,47,21,677
a0666d3e,2019-2020,ENG,1. Premier League,19th,Watford,24,25,1261,245,638,461,51,25,31,80.6,31,38,845
a08b974a,2019-2020,ESP,1. La Liga,4th,Sevilla,25,30.5,1524,185,632,831,201,83,168,49.4,83,94,1480
a0b4bb3e,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,13.1,1002,127,570,380,46,34,54,63,24,18,986
a111cf41,2019-2020,ITA,1. Serie A,13th,Udinese,25,38,1283,1279,8,2,1,1,1,100,3,0,416
a1232f4e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,1.7,87,39,50,0,0,1,1,100,0,2,52
a167537f,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,24.5,1987,287,1125,710,83,63,90,70,64,48,1855
a179d516,2019-2020,ENG,1. Premier League,4th,Chelsea,37,5,177,177,0,0,0,0,0,NULL,0,0,110
